state_fips,state,state_abbr,zipcode,county,city,url
1,Alabama,AL,36854,Chambers,Valley,https://www.countyhealthrankings.org/app/alabama/2021/rankings/chambers/county/outcomes/overall/snapshot
1,Alabama,AL,36856,Russell,Fort mitchell,https://www.countyhealthrankings.org/app/alabama/2021/rankings/russell/county/outcomes/overall/snapshot
1,Alabama,AL,36904,Choctaw,Butler,https://www.countyhealthrankings.org/app/alabama/2021/rankings/choctaw/county/outcomes/overall/snapshot
2,Alaska,AK,99501,Anchorage Borough,Anchorage,https://www.countyhealthrankings.org/app/alaska/2021/rankings/anchorage-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99546,Aleutians West Census Area,Zcta 99546,https://www.countyhealthrankings.org/app/alaska/2021/rankings/aleutians-west-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99548,Lake and Peninsula Borough,Chignik lake,https://www.countyhealthrankings.org/app/alaska/2021/rankings/lake-and-peninsula-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99550,Kodiak Island Borough,Port lions,https://www.countyhealthrankings.org/app/alaska/2021/rankings/kodiak-island-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99551,Bethel Census Area,Akiachak,https://www.countyhealthrankings.org/app/alaska/2021/rankings/bethel-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99553,Aleutians East Borough,Akutan,https://www.countyhealthrankings.org/app/alaska/2021/rankings/aleutians-east-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99554,Wade Hampton Census Area,Alakanuk,https://www.countyhealthrankings.org/app/alaska/2021/rankings/wade-hampton-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99555,Dillingham Census Area,Aleknagik,https://www.countyhealthrankings.org/app/alaska/2021/rankings/dillingham-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99556,Kenai Peninsula Borough,Nikolaevsk,https://www.countyhealthrankings.org/app/alaska/2021/rankings/kenai-peninsula-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99558,Yukon-Koyukuk Census Area,Anvik,https://www.countyhealthrankings.org/app/alaska/2021/rankings/yukon-koyukuk-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99566,Valdez-Cordova Census Area,Chitina,https://www.countyhealthrankings.org/app/alaska/2021/rankings/valdez-cordova-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99613,Bristol Bay Borough,Igiugig,https://www.countyhealthrankings.org/app/alaska/2021/rankings/bristol-bay-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99645,Matanuska-Susitna Borough,Butte,https://www.countyhealthrankings.org/app/alaska/2021/rankings/matanuska-susitna-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99659,Nome Census Area,Saint michael,https://www.countyhealthrankings.org/app/alaska/2021/rankings/nome-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99689,Yakutat Borou,Yakutat,https://www.countyhealthrankings.org/app/alaska/2021/rankings/yakutat-borou/county/outcomes/overall/snapshot
2,Alaska,AK,99701,Fairbanks North Star Borough,Coldfoot,https://www.countyhealthrankings.org/app/alaska/2021/rankings/fairbanks-north-star-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99704,Denali Borough,Clear,https://www.countyhealthrankings.org/app/alaska/2021/rankings/denali-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99721,North Slope Borough,Anaktuvuk pass,https://www.countyhealthrankings.org/app/alaska/2021/rankings/north-slope-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99727,Northwest Arctic Borough,Buckland,https://www.countyhealthrankings.org/app/alaska/2021/rankings/northwest-arctic-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99732,Southeast Fairbanks Census Area,Chicken,https://www.countyhealthrankings.org/app/alaska/2021/rankings/southeast-fairbanks-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99801,Juneau Borough,Juneau,https://www.countyhealthrankings.org/app/alaska/2021/rankings/juneau-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99820,Skagway-Hoonah-Angoon Census Area,Angoon,https://www.countyhealthrankings.org/app/alaska/2021/rankings/skagway-hoonah-angoon-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99827,Haines Borough,Haines,https://www.countyhealthrankings.org/app/alaska/2021/rankings/haines-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99830,Wrangell-Petersburg Census Area,Kake,https://www.countyhealthrankings.org/app/alaska/2021/rankings/wrangell-petersburg-census-area/county/outcomes/overall/snapshot
2,Alaska,AK,99835,Sitka Borough,Sitka,https://www.countyhealthrankings.org/app/alaska/2021/rankings/sitka-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99901,Ketchikan Gateway Borough,Ketchikan,https://www.countyhealthrankings.org/app/alaska/2021/rankings/ketchikan-gateway-borough/county/outcomes/overall/snapshot
2,Alaska,AK,99903,Prince of Wales-Outer Ketchikan Census,Meyers chuck,https://www.countyhealthrankings.org/app/alaska/2021/rankings/prince-of-wales-outer-ketchikan-census/county/outcomes/overall/snapshot
4,Arizona,AZ,84536,Navajo,,https://www.countyhealthrankings.org/app/arizona/2021/rankings/navajo/county/outcomes/overall/snapshot
4,Arizona,AZ,85003,Maricopa,Phoenix,https://www.countyhealthrankings.org/app/arizona/2021/rankings/maricopa/county/outcomes/overall/snapshot
4,Arizona,AZ,85219,Pinal,Gold canyon,https://www.countyhealthrankings.org/app/arizona/2021/rankings/pinal/county/outcomes/overall/snapshot
4,Arizona,AZ,85235,Gila,Hayden,https://www.countyhealthrankings.org/app/arizona/2021/rankings/gila/county/outcomes/overall/snapshot
4,Arizona,AZ,85321,Pima,Why,https://www.countyhealthrankings.org/app/arizona/2021/rankings/pima/county/outcomes/overall/snapshot
4,Arizona,AZ,85324,Yavapai,Rock springs,https://www.countyhealthrankings.org/app/arizona/2021/rankings/yavapai/county/outcomes/overall/snapshot
4,Arizona,AZ,85325,La Paz,Bouse,https://www.countyhealthrankings.org/app/arizona/2021/rankings/la-paz/county/outcomes/overall/snapshot
4,Arizona,AZ,85333,Yuma,Dateland,https://www.countyhealthrankings.org/app/arizona/2021/rankings/yuma/county/outcomes/overall/snapshot
4,Arizona,AZ,85360,Mohave,Wikieup,https://www.countyhealthrankings.org/app/arizona/2021/rankings/mohave/county/outcomes/overall/snapshot
4,Arizona,AZ,85530,Graham,Bylas,https://www.countyhealthrankings.org/app/arizona/2021/rankings/graham/county/outcomes/overall/snapshot
4,Arizona,AZ,85533,Greenlee,Clifton,https://www.countyhealthrankings.org/app/arizona/2021/rankings/greenlee/county/outcomes/overall/snapshot
4,Arizona,AZ,85602,Cochise,Benson,https://www.countyhealthrankings.org/app/arizona/2021/rankings/cochise/county/outcomes/overall/snapshot
4,Arizona,AZ,85611,Santa Cruz,Elgin,https://www.countyhealthrankings.org/app/arizona/2021/rankings/santa-cruz/county/outcomes/overall/snapshot
4,Arizona,AZ,85920,Apache,Alpine,https://www.countyhealthrankings.org/app/arizona/2021/rankings/apache/county/outcomes/overall/snapshot
4,Arizona,AZ,85931,Coconino,Forest lakes,https://www.countyhealthrankings.org/app/arizona/2021/rankings/coconino/county/outcomes/overall/snapshot
5,Arkansas,AR,38041,Mississippi,,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/mississippi/county/outcomes/overall/snapshot
5,Arkansas,AR,71630,Desha,Arkansas city,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/desha/county/outcomes/overall/snapshot
5,Arkansas,AR,71631,Bradley,Banks,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/bradley/county/outcomes/overall/snapshot
5,Arkansas,AR,71635,Ashley,North,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/ashley/county/outcomes/overall/snapshot
5,Arkansas,AR,71638,Chicot,Dermott,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/chicot/county/outcomes/overall/snapshot
5,Arkansas,AR,71643,Lincoln,Gould,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lincoln/county/outcomes/overall/snapshot
5,Arkansas,AR,71652,Cleveland,Kingsland,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/cleveland/county/outcomes/overall/snapshot
5,Arkansas,AR,71655,Drew,Monticello,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/drew/county/outcomes/overall/snapshot
5,Arkansas,AR,71701,Ouachita,East camden,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/ouachita/county/outcomes/overall/snapshot
5,Arkansas,AR,71722,Nevada,Bluff city,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/nevada/county/outcomes/overall/snapshot
5,Arkansas,AR,71724,Union,Calion,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/union/county/outcomes/overall/snapshot
5,Arkansas,AR,71740,Columbia,Emerson,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/columbia/county/outcomes/overall/snapshot
5,Arkansas,AR,71743,Clark,Gurdon,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/clark/county/outcomes/overall/snapshot
5,Arkansas,AR,71801,Hempstead,Perrytown,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/hempstead/county/outcomes/overall/snapshot
5,Arkansas,AR,71820,Little River,Alleene,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/little-river/county/outcomes/overall/snapshot
5,Arkansas,AR,71823,Sevier,Ben lomond,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sevier/county/outcomes/overall/snapshot
5,Arkansas,AR,71826,Lafayette,Bradley,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lafayette/county/outcomes/overall/snapshot
5,Arkansas,AR,71833,Howard,Dierks,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/howard/county/outcomes/overall/snapshot
5,Arkansas,AR,71834,Miller,Doddridge,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/miller/county/outcomes/overall/snapshot
5,Arkansas,AR,71901,Garland,Lake catherine,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/garland/county/outcomes/overall/snapshot
5,Arkansas,AR,71929,Hot Spring,Bismarck,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/hot-spring/county/outcomes/overall/snapshot
5,Arkansas,AR,71937,Polk,Cove,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/polk/county/outcomes/overall/snapshot
5,Arkansas,AR,72002,Saline,Alexander,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/saline/county/outcomes/overall/snapshot
5,Arkansas,AR,72003,Arkansas,Almyra,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/arkansas/county/outcomes/overall/snapshot
5,Arkansas,AR,72006,Woodruff,Augusta,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/woodruff/county/outcomes/overall/snapshot
5,Arkansas,AR,72007,Lonoke,Austin,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lonoke/county/outcomes/overall/snapshot
5,Arkansas,AR,72010,White,Bald knob,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/white/county/outcomes/overall/snapshot
5,Arkansas,AR,72013,Van Buren,Bee branch,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/van-buren/county/outcomes/overall/snapshot
5,Arkansas,AR,72017,Prairie,Biscoe,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/prairie/county/outcomes/overall/snapshot
5,Arkansas,AR,72027,Conway,Center ridge,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/conway/county/outcomes/overall/snapshot
5,Arkansas,AR,72032,Faulkner,Conway,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/faulkner/county/outcomes/overall/snapshot
5,Arkansas,AR,72051,Stone,Fox,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/stone/county/outcomes/overall/snapshot
5,Arkansas,AR,72053,Pulaski,College station,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/pulaski/county/outcomes/overall/snapshot
5,Arkansas,AR,72057,Grant,Grapevine,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/grant/county/outcomes/overall/snapshot
5,Arkansas,AR,72165,Independence,Thida,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/independence/county/outcomes/overall/snapshot
5,Arkansas,AR,72301,Crittenden,West memphis,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/crittenden/county/outcomes/overall/snapshot
5,Arkansas,AR,72322,St. Francis,Caldwell,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/st-francis/county/outcomes/overall/snapshot
5,Arkansas,AR,72324,Cross,Cherry valley,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/cross/county/outcomes/overall/snapshot
5,Arkansas,AR,72328,Phillips,Crumrod,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/phillips/county/outcomes/overall/snapshot
5,Arkansas,AR,72354,Poinsett,Lepanto,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/poinsett/county/outcomes/overall/snapshot
5,Arkansas,AR,72401,Craighead,Jonesboro,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/craighead/county/outcomes/overall/snapshot
5,Arkansas,AR,72482,Sharp,Williford,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sharp/county/outcomes/overall/snapshot
5,Arkansas,AR,72512,Izard,Horseshoe bend,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/izard/county/outcomes/overall/snapshot
5,Arkansas,AR,72515,Fulton,Bexar,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/fulton/county/outcomes/overall/snapshot
5,Arkansas,AR,72537,Baxter,Gamaliel,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/baxter/county/outcomes/overall/snapshot
5,Arkansas,AR,72601,Boone,Harrison,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/boone/county/outcomes/overall/snapshot
5,Arkansas,AR,72610,Searcy,Alco,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/searcy/county/outcomes/overall/snapshot
5,Arkansas,AR,72611,Carroll,Alpena,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/carroll/county/outcomes/overall/snapshot
5,Arkansas,AR,72624,Newton,Compton,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/newton/county/outcomes/overall/snapshot
5,Arkansas,AR,72679,Pope,Tilly,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/pope/county/outcomes/overall/snapshot
5,Arkansas,AR,72711,Benton,Avoca,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/benton/county/outcomes/overall/snapshot
5,Arkansas,AR,72824,Yell,Belleville,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/yell/county/outcomes/overall/snapshot
5,Arkansas,AR,72826,Logan,Blue mountain,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/logan/county/outcomes/overall/snapshot
5,Arkansas,AR,72830,Johnson,Clarksville,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/johnson/county/outcomes/overall/snapshot
5,Arkansas,AR,72841,Scott,Harvey,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/scott/county/outcomes/overall/snapshot
5,Arkansas,AR,72901,Sebastian,Fort smith,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sebastian/county/outcomes/overall/snapshot
5,Arkansas,AR,72921,Crawford,Alma,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/crawford/county/outcomes/overall/snapshot
6,California,CA,89439,Sierra,,https://www.countyhealthrankings.org/app/california/2021/rankings/sierra/county/outcomes/overall/snapshot
6,California,CA,90001,Los Angeles,Los angeles,https://www.countyhealthrankings.org/app/california/2021/rankings/los-angeles/county/outcomes/overall/snapshot
6,California,CA,90620,Orange,Buena park,https://www.countyhealthrankings.org/app/california/2021/rankings/orange/county/outcomes/overall/snapshot
6,California,CA,91320,Ventura,Newbury park,https://www.countyhealthrankings.org/app/california/2021/rankings/ventura/county/outcomes/overall/snapshot
6,California,CA,91701,San Bernardino,Alta loma,https://www.countyhealthrankings.org/app/california/2021/rankings/san-bernardino/county/outcomes/overall/snapshot
6,California,CA,91719,Riverside,Corona,https://www.countyhealthrankings.org/app/california/2021/rankings/riverside/county/outcomes/overall/snapshot
6,California,CA,91901,San Diego,Alpine,https://www.countyhealthrankings.org/app/california/2021/rankings/san-diego/county/outcomes/overall/snapshot
6,California,CA,92227,Imperial,Brawley,https://www.countyhealthrankings.org/app/california/2021/rankings/imperial/county/outcomes/overall/snapshot
6,California,CA,92328,Inyo,Death valley,https://www.countyhealthrankings.org/app/california/2021/rankings/inyo/county/outcomes/overall/snapshot
6,California,CA,93013,Santa Barbara,Carpinteria,https://www.countyhealthrankings.org/app/california/2021/rankings/santa-barbara/county/outcomes/overall/snapshot
6,California,CA,93201,Tulare,Alpaugh,https://www.countyhealthrankings.org/app/california/2021/rankings/tulare/county/outcomes/overall/snapshot
6,California,CA,93202,Kings,Armona,https://www.countyhealthrankings.org/app/california/2021/rankings/kings/county/outcomes/overall/snapshot
6,California,CA,93203,Kern,Arvin,https://www.countyhealthrankings.org/app/california/2021/rankings/kern/county/outcomes/overall/snapshot
6,California,CA,93210,Fresno,Coalinga,https://www.countyhealthrankings.org/app/california/2021/rankings/fresno/county/outcomes/overall/snapshot
6,California,CA,93401,San Luis Obispo,San luis obispo,https://www.countyhealthrankings.org/app/california/2021/rankings/san-luis-obispo/county/outcomes/overall/snapshot
6,California,CA,93426,Monterey,Bradley,https://www.countyhealthrankings.org/app/california/2021/rankings/monterey/county/outcomes/overall/snapshot
6,California,CA,93512,Mono,Benton,https://www.countyhealthrankings.org/app/california/2021/rankings/mono/county/outcomes/overall/snapshot
6,California,CA,93601,Madera,Ahwahnee,https://www.countyhealthrankings.org/app/california/2021/rankings/madera/county/outcomes/overall/snapshot
6,California,CA,93620,Merced,Dos palos,https://www.countyhealthrankings.org/app/california/2021/rankings/merced/county/outcomes/overall/snapshot
6,California,CA,93623,Mariposa,Fish camp,https://www.countyhealthrankings.org/app/california/2021/rankings/mariposa/county/outcomes/overall/snapshot
6,California,CA,94002,San Mateo,Belmont,https://www.countyhealthrankings.org/app/california/2021/rankings/san-mateo/county/outcomes/overall/snapshot
6,California,CA,94022,Santa Clara,Los altos,https://www.countyhealthrankings.org/app/california/2021/rankings/santa-clara/county/outcomes/overall/snapshot
6,California,CA,94102,San Francisco,San francisco,https://www.countyhealthrankings.org/app/california/2021/rankings/san-francisco/county/outcomes/overall/snapshot
6,California,CA,94501,Alameda,Coast guard isla,https://www.countyhealthrankings.org/app/california/2021/rankings/alameda/county/outcomes/overall/snapshot
6,California,CA,94506,Contra Costa,Black hawk,https://www.countyhealthrankings.org/app/california/2021/rankings/contra-costa/county/outcomes/overall/snapshot
6,California,CA,94508,Napa,Angwin,https://www.countyhealthrankings.org/app/california/2021/rankings/napa/county/outcomes/overall/snapshot
6,California,CA,94510,Solano,Benicia,https://www.countyhealthrankings.org/app/california/2021/rankings/solano/county/outcomes/overall/snapshot
