state_fips,state,state_abbr,zipcode,county,city,url,countyPop,statePop,pofHealth %,obesity %,crimes,unemployment,preDeath,<18 %,>65 %,18 - 65 %
1,Alabama,AL,35045,Chilton,Clanton,https://www.countyhealthrankings.org/app/alabama/2021/rankings/chilton/county/outcomes/overall/snapshot,44428,4903185,24,42,508,2.7,10100,17.1,9.9,73
1,Alabama,AL,36904,Choctaw,Butler,https://www.countyhealthrankings.org/app/alabama/2021/rankings/choctaw/county/outcomes/overall/snapshot,12589,4903185,26,47,128,4.7,11200,23.6,41.6,34.8
1,Alabama,AL,36436,Clarke,Dickinson,https://www.countyhealthrankings.org/app/alabama/2021/rankings/clarke/county/outcomes/overall/snapshot,23622,4903185,27,36,475,5.8,11300,20.5,44.7,34.8
1,Alabama,AL,35082,Clay,Hollins,https://www.countyhealthrankings.org/app/alabama/2021/rankings/clay/county/outcomes/overall/snapshot,13235,4903185,25,37,309,3,10800,21,13.5,65.5
1,Alabama,AL,36262,Cleburne,Fruithurst,https://www.countyhealthrankings.org/app/alabama/2021/rankings/cleburne/county/outcomes/overall/snapshot,14910,4903185,23,34,103,3.2,11400,20.2,2.7,77.1
1,Alabama,AL,36323,Coffee,Elba,https://www.countyhealthrankings.org/app/alabama/2021/rankings/coffee/county/outcomes/overall/snapshot,52342,4903185,22,37,276,2.9,8400,17.3,17.1,65.6
1,Alabama,AL,35616,Colbert,Cherokee,https://www.countyhealthrankings.org/app/alabama/2021/rankings/colbert/county/outcomes/overall/snapshot,55241,4903185,22,37,400,3.7,10500,20,16,64
1,Alabama,AL,36401,Conecuh,Evergreen,https://www.countyhealthrankings.org/app/alabama/2021/rankings/conecuh/county/outcomes/overall/snapshot,12067,4903185,29,42,387,4,13200,23.5,45.5,31
1,Alabama,AL,35072,Coosa,Goodwater,https://www.countyhealthrankings.org/app/alabama/2021/rankings/coosa/county/outcomes/overall/snapshot,10663,4903185,26,45,255,3,12700,24.1,30.5,45.4
1,Alabama,AL,36028,Covington,Dozier,https://www.countyhealthrankings.org/app/alabama/2021/rankings/covington/county/outcomes/overall/snapshot,37049,4903185,23,36,331,3.4,11500,21.4,12.4,66.2
1,Alabama,AL,36009,Crenshaw,Brantley,https://www.countyhealthrankings.org/app/alabama/2021/rankings/crenshaw/county/outcomes/overall/snapshot,13772,4903185,25,35,332,2.8,10400,19.4,23.6,57
1,Alabama,AL,35019,Cullman,Baileyton,https://www.countyhealthrankings.org/app/alabama/2021/rankings/cullman/county/outcomes/overall/snapshot,83768,4903185,22,36,129,2.6,10100,18.8,1.2,80
1,Alabama,AL,36311,Dale,Ariton,https://www.countyhealthrankings.org/app/alabama/2021/rankings/dale/county/outcomes/overall/snapshot,49172,4903185,22,42,437,3.1,10300,17.3,20.5,62.2
1,Alabama,AL,36701,Dallas,Selma,https://www.countyhealthrankings.org/app/alabama/2021/rankings/dallas/county/outcomes/overall/snapshot,37196,4903185,30,42,925,5.5,13800,18.9,70.3,10.8
1,Alabama,AL,35961,DeKalb,Collinsville,https://www.countyhealthrankings.org/app/alabama/2021/rankings/dekalb/county/outcomes/overall/snapshot,71513,4903185,27,30,312,2.8,10500,17.6,1.5,80.9
1,Alabama,AL,36020,Elmore,Coosada,https://www.countyhealthrankings.org/app/alabama/2021/rankings/elmore/county/outcomes/overall/snapshot,81209,4903185,19,35,239,2.6,8100,15.6,20.9,63.5
1,Alabama,AL,36426,Escambia,East brewton,https://www.countyhealthrankings.org/app/alabama/2021/rankings/escambia/county/outcomes/overall/snapshot,36633,4903185,28,37,446,3.5,11800,18.3,31,50.7
1,Alabama,AL,35901,Etowah,Southside,https://www.countyhealthrankings.org/app/alabama/2021/rankings/etowah/county/outcomes/overall/snapshot,102268,4903185,22,36,604,3.3,11500,19.4,15.5,65.1
1,Alabama,AL,35542,Fayette,Bankston,https://www.countyhealthrankings.org/app/alabama/2021/rankings/fayette/county/outcomes/overall/snapshot,16302,4903185,24,38,107,3.1,10500,21.7,11.5,66.8
1,Alabama,AL,35571,Franklin,Hodges,https://www.countyhealthrankings.org/app/alabama/2021/rankings/franklin/county/outcomes/overall/snapshot,31362,4903185,26,37,264,2.8,9800,17.1,3.8,79.1
1,Alabama,AL,36313,Geneva,Bellwood,https://www.countyhealthrankings.org/app/alabama/2021/rankings/geneva/county/outcomes/overall/snapshot,26271,4903185,26,41,414,2.9,12000,20.6,9.1,70.3
1,Alabama,AL,35443,Greene,Boligee,https://www.countyhealthrankings.org/app/alabama/2021/rankings/greene/county/outcomes/overall/snapshot,8111,4903185,34,38,669,5.6,12900,23.3,79.4,-2.7
1,Alabama,AL,35441,Hale,Stewart,https://www.countyhealthrankings.org/app/alabama/2021/rankings/hale/county/outcomes/overall/snapshot,14651,4903185,29,45,209,3.9,13700,19.7,57.7,22.6
1,Alabama,AL,36310,Henry,Abbeville,https://www.countyhealthrankings.org/app/alabama/2021/rankings/henry/county/outcomes/overall/snapshot,17205,4903185,23,35,197,3.6,9600,23.4,25.4,51.2
1,Alabama,AL,36301,Houston,Taylor,https://www.countyhealthrankings.org/app/alabama/2021/rankings/houston/county/outcomes/overall/snapshot,105882,4903185,23,39,488,3,9200,18.1,27.1,54.8
1,Alabama,AL,35740,Jackson,Bridgeport,https://www.countyhealthrankings.org/app/alabama/2021/rankings/jackson/county/outcomes/overall/snapshot,51626,4903185,25,36,317,3.3,11100,20.5,3.3,76.2
1,Alabama,AL,35005,Jefferson,Adamsville,https://www.countyhealthrankings.org/app/alabama/2021/rankings/jefferson/county/outcomes/overall/snapshot,658573,4903185,20,35,873,2.9,11100,16.3,43.1,40.6
1,Alabama,AL,35544,Lamar,Beaverton,https://www.countyhealthrankings.org/app/alabama/2021/rankings/lamar/county/outcomes/overall/snapshot,13805,4903185,25,34,162,3.1,11200,22.2,10.1,67.7
1,Alabama,AL,35610,Lauderdale,Anderson,https://www.countyhealthrankings.org/app/alabama/2021/rankings/lauderdale/county/outcomes/overall/snapshot,92729,4903185,20,32,269,3.3,8600,20.5,9.9,69.6
1,Alabama,AL,36801,Lee,Opelika,https://www.countyhealthrankings.org/app/alabama/2021/rankings/lee/county/outcomes/overall/snapshot,164542,4903185,20,31,416,2.7,7200,12.4,22.6,65
1,Alabama,AL,35611,Limestone,Athens,https://www.countyhealthrankings.org/app/alabama/2021/rankings/limestone/county/outcomes/overall/snapshot,98915,4903185,20,33,160,2.6,7400,15.2,13.6,71.2
1,Alabama,AL,36032,Lowndes,Fort deposit,https://www.countyhealthrankings.org/app/alabama/2021/rankings/lowndes/county/outcomes/overall/snapshot,9726,4903185,31,44,671,5.7,16300,19.8,71.8,8.4
1,Alabama,AL,36031,Macon,Fort davis,https://www.countyhealthrankings.org/app/alabama/2021/rankings/macon/county/outcomes/overall/snapshot,18068,4903185,28,51,734,4.3,13600,20.9,79.7,-0.6
1,Alabama,AL,35741,Madison,Brownsboro,https://www.countyhealthrankings.org/app/alabama/2021/rankings/madison/county/outcomes/overall/snapshot,372909,4903185,18,34,611,2.5,8100,15.3,24.4,60.3
1,Alabama,AL,36732,Marengo,Demopolis,https://www.countyhealthrankings.org/app/alabama/2021/rankings/marengo/county/outcomes/overall/snapshot,18863,4903185,27,45,449,3.5,13500,19.9,51.3,28.8
1,Alabama,AL,35543,Marion,Bear creek,https://www.countyhealthrankings.org/app/alabama/2021/rankings/marion/county/outcomes/overall/snapshot,29709,4903185,24,38,296,3.4,10500,21.5,3.8,74.7
1,Alabama,AL,35016,Marshall,Arab,https://www.countyhealthrankings.org/app/alabama/2021/rankings/marshall/county/outcomes/overall/snapshot,96774,4903185,24,37,286,2.5,9600,17.3,2.6,80.1
1,Alabama,AL,36505,Mobile,Axis,https://www.countyhealthrankings.org/app/alabama/2021/rankings/mobile/county/outcomes/overall/snapshot,413210,4903185,21,38,548,3.7,10300,16.6,35.9,47.5
1,Alabama,AL,36425,Monroe,Beatrice,https://www.countyhealthrankings.org/app/alabama/2021/rankings/monroe/county/outcomes/overall/snapshot,20733,4903185,28,43,492,4.9,12300,21.1,40.7,38.2
1,Alabama,AL,36013,Montgomery,Cecil,https://www.countyhealthrankings.org/app/alabama/2021/rankings/montgomery/county/outcomes/overall/snapshot,226486,4903185,23,37,532,3.1,9500,15.6,58.8,25.6
1,Alabama,AL,35601,Morgan,Decatur,https://www.countyhealthrankings.org/app/alabama/2021/rankings/morgan/county/outcomes/overall/snapshot,119679,4903185,20,36,181,2.6,9700,17.8,12.7,69.5
1,Alabama,AL,36756,Perry,Marion,https://www.countyhealthrankings.org/app/alabama/2021/rankings/perry/county/outcomes/overall/snapshot,8923,4903185,35,47,381,5.2,14400,20.1,67.6,12.3
1,Alabama,AL,35442,Pickens,Aliceville,https://www.countyhealthrankings.org/app/alabama/2021/rankings/pickens/county/outcomes/overall/snapshot,19930,4903185,27,39,166,3.5,8800,19.5,39.6,40.9
1,Alabama,AL,36005,Pike,Banks,https://www.countyhealthrankings.org/app/alabama/2021/rankings/pike/county/outcomes/overall/snapshot,33114,4903185,25,38,564,3.3,10600,15.2,37.5,47.3
1,Alabama,AL,36263,Randolph,Graham,https://www.countyhealthrankings.org/app/alabama/2021/rankings/randolph/county/outcomes/overall/snapshot,22722,4903185,24,34,196,3,12300,20.9,19.1,60
1,Alabama,AL,36856,Russell,Fort mitchell,https://www.countyhealthrankings.org/app/alabama/2021/rankings/russell/county/outcomes/overall/snapshot,57961,4903185,25,39,505,2.9,11200,14.8,44.6,40.6
1,Alabama,AL,35007,Shelby,Keystone,https://www.countyhealthrankings.org/app/alabama/2021/rankings/shelby/county/outcomes/overall/snapshot,217702,4903185,15,38,264,2.2,5900,16,13.1,70.9
1,Alabama,AL,35004,St. Clair,Acmar,https://www.countyhealthrankings.org/app/alabama/2021/rankings/st-clair/county/outcomes/overall/snapshot,89512,4903185,21,37,299,2.7,9200,16.9,9.5,73.6
1,Alabama,AL,35459,Sumter,Emelle,https://www.countyhealthrankings.org/app/alabama/2021/rankings/sumter/county/outcomes/overall/snapshot,12427,4903185,29,43,435,4.5,13400,18.7,71,10.3
1,Alabama,AL,35014,Talladega,Alpine,https://www.countyhealthrankings.org/app/alabama/2021/rankings/talladega/county/outcomes/overall/snapshot,79978,4903185,27,39,469,3.4,12000,18.5,32.7,48.8
1,Alabama,AL,35010,Tallapoosa,New site,https://www.countyhealthrankings.org/app/alabama/2021/rankings/tallapoosa/county/outcomes/overall/snapshot,40367,4903185,25,35,639,3,10200,22.3,26.6,51.1
1,Alabama,AL,35111,Tuscaloosa,Mc calla,https://www.countyhealthrankings.org/app/alabama/2021/rankings/tuscaloosa/county/outcomes/overall/snapshot,209355,4903185,21,36,402,2.7,8500,13.8,32.2,54
1,Alabama,AL,35063,Walker,Empire,https://www.countyhealthrankings.org/app/alabama/2021/rankings/walker/county/outcomes/overall/snapshot,63521,4903185,24,39,450,3.3,14800,19.5,6.1,74.4
1,Alabama,AL,36513,Washington,Calvert,https://www.countyhealthrankings.org/app/alabama/2021/rankings/washington/county/outcomes/overall/snapshot,16326,4903185,26,32,243,4.6,10100,19.7,23.1,57.2
1,Alabama,AL,36435,Wilcox,Coy,https://www.countyhealthrankings.org/app/alabama/2021/rankings/wilcox/county/outcomes/overall/snapshot,10373,4903185,32,50,645,7.1,16500,20.3,70.5,9.2
1,Alabama,AL,35540,Winston,Addison,https://www.countyhealthrankings.org/app/alabama/2021/rankings/winston/county/outcomes/overall/snapshot,23629,4903185,24,36,107,3.3,11100,21.9,0.9,77.2
4,Arizona,AZ,85920,Apache,Alpine,https://www.countyhealthrankings.org/app/arizona/2021/rankings/apache/county/outcomes/overall/snapshot,71887,7278717,31,35,109,9.9,15500,15.8,0.5,83.7
4,Arizona,AZ,85602,Cochise,Benson,https://www.countyhealthrankings.org/app/arizona/2021/rankings/cochise/county/outcomes/overall/snapshot,125922,7278717,20,31,333,5.7,7600,23.1,3.8,73.1
4,Arizona,AZ,85931,Coconino,Forest lakes,https://www.countyhealthrankings.org/app/arizona/2021/rankings/coconino/county/outcomes/overall/snapshot,143476,7278717,18,25,357,5.5,8500,13,1.3,85.7
4,Arizona,AZ,85235,Gila,Hayden,https://www.countyhealthrankings.org/app/arizona/2021/rankings/gila/county/outcomes/overall/snapshot,54018,7278717,22,31,574,5.5,14200,29.4,0.6,70
4,Arizona,AZ,85530,Graham,Bylas,https://www.countyhealthrankings.org/app/arizona/2021/rankings/graham/county/outcomes/overall/snapshot,38837,7278717,22,34,109,4.8,8400,14,1.5,84.5
4,Arizona,AZ,85533,Greenlee,Clifton,https://www.countyhealthrankings.org/app/arizona/2021/rankings/greenlee/county/outcomes/overall/snapshot,9498,7278717,20,30,41,3.9,7000,13.7,1.7,84.6
4,Arizona,AZ,85325,La Paz,Bouse,https://www.countyhealthrankings.org/app/arizona/2021/rankings/la-paz/county/outcomes/overall/snapshot,21108,7278717,26,33,264,5.8,15100,39.8,0.9,59.3
4,Arizona,AZ,85003,Maricopa,Phoenix,https://www.countyhealthrankings.org/app/arizona/2021/rankings/maricopa/county/outcomes/overall/snapshot,4485414,7278717,18,27,409,4,6500,15.5,5.6,78.9
4,Arizona,AZ,85360,Mohave,Wikieup,https://www.countyhealthrankings.org/app/arizona/2021/rankings/mohave/county/outcomes/overall/snapshot,212181,7278717,23,31,221,5.7,10100,31.1,1.1,67.8
4,Arizona,AZ,84536,Navajo,,https://www.countyhealthrankings.org/app/arizona/2021/rankings/navajo/county/outcomes/overall/snapshot,110924,7278717,27,33,281,7.3,14300,18.8,0.8,80.4
4,Arizona,AZ,85321,Pima,Why,https://www.countyhealthrankings.org/app/arizona/2021/rankings/pima/county/outcomes/overall/snapshot,1047279,7278717,18,25,470,4.4,7500,20.3,3.4,76.3
4,Arizona,AZ,85219,Pinal,Gold canyon,https://www.countyhealthrankings.org/app/arizona/2021/rankings/pinal/county/outcomes/overall/snapshot,462789,7278717,22,34,221,4.9,6900,20.9,4.7,74.4
4,Arizona,AZ,85611,Santa Cruz,Elgin,https://www.countyhealthrankings.org/app/arizona/2021/rankings/santa-cruz/county/outcomes/overall/snapshot,46498,7278717,28,30,140,8.5,5600,18.5,0.4,81.1
4,Arizona,AZ,85324,Yavapai,Rock springs,https://www.countyhealthrankings.org/app/arizona/2021/rankings/yavapai/county/outcomes/overall/snapshot,235099,7278717,17,24,300,4.4,7900,32.5,0.7,66.8
4,Arizona,AZ,85333,Yuma,Dateland,https://www.countyhealthrankings.org/app/arizona/2021/rankings/yuma/county/outcomes/overall/snapshot,213787,7278717,26,38,330,16.4,6300,19.3,1.9,78.8
5,Arkansas,AR,72003,Arkansas,Almyra,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/arkansas/county/outcomes/overall/snapshot,17486,3017804,28,35,473,3,10800,20.3,24.7,55
5,Arkansas,AR,71635,Ashley,North,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/ashley/county/outcomes/overall/snapshot,19657,3017804,28,42,321,5.4,10000,20.9,24.2,54.9
5,Arkansas,AR,72537,Baxter,Gamaliel,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/baxter/county/outcomes/overall/snapshot,41932,3017804,21,31,182,4,9100,31.1,0.4,68.5
5,Arkansas,AR,72711,Benton,Avoca,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/benton/county/outcomes/overall/snapshot,279141,3017804,20,31,275,2.6,6100,13.6,1.8,84.6
5,Arkansas,AR,72601,Boone,Harrison,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/boone/county/outcomes/overall/snapshot,37432,3017804,24,29,551,3.2,9200,20.9,0.4,78.7
5,Arkansas,AR,71631,Bradley,Banks,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/bradley/county/outcomes/overall/snapshot,10763,3017804,29,31,261,4.1,12400,19.2,27,53.8
5,Arkansas,AR,72611,Carroll,Alpena,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/carroll/county/outcomes/overall/snapshot,28380,3017804,24,30,337,3.1,10100,23.9,0.6,75.5
5,Arkansas,AR,71638,Chicot,Dermott,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/chicot/county/outcomes/overall/snapshot,10118,3017804,32,41,367,6.9,13700,21.1,53.7,25.2
5,Arkansas,AR,71743,Clark,Gurdon,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/clark/county/outcomes/overall/snapshot,22320,3017804,23,26,329,3.8,8400,16.8,24.3,58.9
5,Arkansas,AR,71652,Cleveland,Kingsland,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/cleveland/county/outcomes/overall/snapshot,7956,3017804,25,38,95,3.9,9300,21.4,11.4,67.2
5,Arkansas,AR,71740,Columbia,Emerson,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/columbia/county/outcomes/overall/snapshot,23457,3017804,27,44,317,4.5,9400,17.7,35.1,47.2
5,Arkansas,AR,72027,Conway,Center ridge,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/conway/county/outcomes/overall/snapshot,20846,3017804,25,40,211,4.3,10400,19.7,11.3,69
5,Arkansas,AR,72401,Craighead,Jonesboro,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/craighead/county/outcomes/overall/snapshot,110332,3017804,23,39,431,2.8,8100,14,16.6,69.4
5,Arkansas,AR,72921,Crawford,Alma,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/crawford/county/outcomes/overall/snapshot,63257,3017804,24,39,380,3.3,8200,17.2,1.5,81.3
5,Arkansas,AR,72301,Crittenden,West memphis,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/crittenden/county/outcomes/overall/snapshot,47955,3017804,30,37,1274,4.2,13000,14.5,54.2,31.3
5,Arkansas,AR,72324,Cross,Cherry valley,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/cross/county/outcomes/overall/snapshot,16419,3017804,27,42,664,4.2,12400,19.3,23,57.7
5,Arkansas,AR,71630,Desha,Arkansas city,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/desha/county/outcomes/overall/snapshot,11361,3017804,33,48,730,4.5,12600,19.6,46.8,33.6
5,Arkansas,AR,71655,Drew,Monticello,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/drew/county/outcomes/overall/snapshot,18219,3017804,25,35,362,5.2,11100,18.2,27.9,53.9
5,Arkansas,AR,72032,Faulkner,Conway,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/faulkner/county/outcomes/overall/snapshot,126007,3017804,21,37,361,3,8000,12.9,12,75.1
5,Arkansas,AR,72515,Fulton,Bexar,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/fulton/county/outcomes/overall/snapshot,12477,3017804,27,32,184,4,12100,26,0.7,73.3
5,Arkansas,AR,71901,Garland,Lake catherine,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/garland/county/outcomes/overall/snapshot,99386,3017804,23,29,645,3.7,10900,24.3,8.5,67.2
5,Arkansas,AR,72057,Grant,Grapevine,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/grant/county/outcomes/overall/snapshot,18265,3017804,21,34,254,3.2,8500,18.5,2.6,78.9
5,Arkansas,AR,71801,Hempstead,Perrytown,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/hempstead/county/outcomes/overall/snapshot,21532,3017804,29,32,628,3.8,9800,18.5,29.9,51.6
5,Arkansas,AR,71929,Hot Spring,Bismarck,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/hot-spring/county/outcomes/overall/snapshot,33771,3017804,24,35,230,3.6,11500,19.3,11.1,69.6
5,Arkansas,AR,71833,Howard,Dierks,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/howard/county/outcomes/overall/snapshot,13202,3017804,28,43,154,3.3,11000,18.1,20.5,61.4
5,Arkansas,AR,72165,Independence,Thida,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/independence/county/outcomes/overall/snapshot,37825,3017804,24,30,496,4,8500,18,2.3,79.7
5,Arkansas,AR,72512,Izard,Horseshoe bend,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/izard/county/outcomes/overall/snapshot,13629,3017804,24,32,221,5.5,12100,26.1,2.1,71.8
5,Arkansas,AR,72830,Johnson,Clarksville,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/johnson/county/outcomes/overall/snapshot,26578,3017804,28,40,244,4.6,9400,16.9,1.6,81.5
5,Arkansas,AR,71826,Lafayette,Bradley,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lafayette/county/outcomes/overall/snapshot,6624,3017804,29,46,178,4.7,9600,24.7,35.9,39.4
5,Arkansas,AR,71643,Lincoln,Gould,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lincoln/county/outcomes/overall/snapshot,13024,3017804,29,45,155,4.4,10800,15.9,29.8,54.3
5,Arkansas,AR,71820,Little River,Alleene,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/little-river/county/outcomes/overall/snapshot,12259,3017804,25,34,144,4.3,9700,20.9,19.6,59.5
5,Arkansas,AR,72826,Logan,Blue mountain,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/logan/county/outcomes/overall/snapshot,21466,3017804,26,30,380,4.3,11000,20.5,1.4,78.1
5,Arkansas,AR,72007,Lonoke,Austin,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/lonoke/county/outcomes/overall/snapshot,73309,3017804,21,41,340,3.2,9200,13.8,6.2,80
5,Arkansas,AR,71834,Miller,Doddridge,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/miller/county/outcomes/overall/snapshot,43257,3017804,26,39,537,4.1,11500,17.2,25,57.8
5,Arkansas,AR,38041,Mississippi,,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/mississippi/county/outcomes/overall/snapshot,40651,3017804,30,43,987,5.1,14100,15,35.3,49.7
5,Arkansas,AR,71722,Nevada,Bluff city,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/nevada/county/outcomes/overall/snapshot,8252,3017804,28,43,194,4,9300,21,30.5,48.5
5,Arkansas,AR,72624,Newton,Compton,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/newton/county/outcomes/overall/snapshot,7753,3017804,24,40,316,3.5,10800,27.2,0.4,72.4
5,Arkansas,AR,71701,Ouachita,East camden,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/ouachita/county/outcomes/overall/snapshot,23382,3017804,29,41,620,5.2,11400,21.1,39.8,39.1
5,Arkansas,AR,72328,Phillips,Crumrod,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/phillips/county/outcomes/overall/snapshot,17782,3017804,33,45,1192,6,15900,19.5,61.7,18.8
5,Arkansas,AR,72354,Poinsett,Lepanto,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/poinsett/county/outcomes/overall/snapshot,23528,3017804,28,41,348,3.4,14000,18.4,8.1,73.5
5,Arkansas,AR,71937,Polk,Cove,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/polk/county/outcomes/overall/snapshot,19964,3017804,27,36,297,4.2,9500,23.6,0.5,75.9
5,Arkansas,AR,72679,Pope,Tilly,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/pope/county/outcomes/overall/snapshot,64072,3017804,25,35,372,4.3,7800,16.2,3.1,80.7
5,Arkansas,AR,72017,Prairie,Biscoe,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/prairie/county/outcomes/overall/snapshot,8062,3017804,25,36,170,4.4,9200,23.9,11.4,64.7
5,Arkansas,AR,72053,Pulaski,College station,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/pulaski/county/outcomes/overall/snapshot,391911,3017804,23,34,1060,3.4,9600,16.1,37.5,46.4
5,Arkansas,AR,72002,Saline,Alexander,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/saline/county/outcomes/overall/snapshot,122437,3017804,19,30,352,2.8,8200,18.2,8.2,73.6
5,Arkansas,AR,72841,Scott,Harvey,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/scott/county/outcomes/overall/snapshot,10281,3017804,30,38,318,3.4,10700,21.4,0.6,78
5,Arkansas,AR,72610,Searcy,Alco,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/searcy/county/outcomes/overall/snapshot,7881,3017804,27,25,127,4.6,10200,26,0.3,73.7
5,Arkansas,AR,72901,Sebastian,Fort smith,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sebastian/county/outcomes/overall/snapshot,127827,3017804,26,35,636,3.3,9100,16.4,6.7,76.9
5,Arkansas,AR,71823,Sevier,Ben lomond,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sevier/county/outcomes/overall/snapshot,17007,3017804,30,33,216,4.8,9200,14.9,3.7,81.4
5,Arkansas,AR,72482,Sharp,Williford,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/sharp/county/outcomes/overall/snapshot,17442,3017804,28,41,431,5,9900,26.4,0.9,72.7
5,Arkansas,AR,72322,St. Francis,Caldwell,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/st-francis/county/outcomes/overall/snapshot,24994,3017804,31,48,777,5.2,10900,16.8,52.2,31
5,Arkansas,AR,72051,Stone,Fox,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/stone/county/outcomes/overall/snapshot,12506,3017804,27,41,239,4.7,10600,27.9,0.4,71.7
5,Arkansas,AR,71724,Union,Calion,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/union/county/outcomes/overall/snapshot,38682,3017804,25,35,583,5.2,12900,18.4,32.7,48.9
5,Arkansas,AR,72013,Van Buren,Bee branch,https://www.countyhealthrankings.org/app/arkansas/2021/rankings/van-buren/county/outcomes/overall/snapshot,16545,3017804,26,37,278,5,10300,26.7,0.6,72.7
